Position,Age,Experience,Salary_Rub
Эклономист-аналитик,37,1 год 2 месяца,25000
маркетолог - аналитик,59,,30000
Финансовый аналитик,45,,70000
Финансовый аналитик,43,,25000
Кредитный аналитик,40,,45000
аналитик-стажер,37,,35000
экономист-аналитик,36,2 года 5 месяцев,22000
Аналитик,38,1 год 2 месяца,20000
Аналитик,39,,20000
Финансовый аналитик,38,,25000
аналитик/финансист,36,,10000
Аналитик,44,,192549
Бизнес-аналитик,36,4 месяца,25000
Инвестиционный аналитик,39,1 год 4 месяца,98560
экономист-аналитик,40,,91690
Програмист аналитик Axapta,68,,75000
Финансовый аналитик,47,,60000
Аналитик,35,,25000
Аналитик,42,,40000
Инвестиционный аналитик/Помощник аналитика,38,6 месяцев,73352
Аналитик,38,,110028
Ассистент аналитика,40,,20000
Аналитик,33,,17000
Аналитик отдела информационной безопасности,33,,35000
Аналитик/ экономист,36,7 месяцев,20000
Аналитик продаж,45,,60000
Помощник финансового аналитика,36,,20000
Экономист аналитик,38,,35000
Аналитик,40,,55000
Инвестиционный аналитик,44,,60000
стажер-аналитик,37,4 месяца,10000
аналитик,37,,64183
Финансовый аналитик,35,8 месяцев,10000
Менеджер/аналитик,45,,11111
Стажер в отдел аналитики,28,3 месяца,20000
Менеджер-аналитик (‎португальский язык),33,,45000
Начинающий специалист- аналитик,29,1 месяц,35000
Химик-аналитик,27,,30000
Экономист-аналитик,29,8 месяцев,80000
Аналитик,30,8 месяцев,70000
Менеджер по страховым услугам-финансовый аналитик-стажер программист в IT-сфере- финансовый менеджер,29,,30000
Стажер-аналитик,29,2 года 2 месяца,30000
Спортивный аналитик,24,,50000
Junior analyst,25,2 месяца,40000
Экономист. Аналитик.,32,10 месяцев,60000
Риск-аналитик (Автокредитование),26,1 год,30000
Младший аналитик,25,,55000
Экономист-аналитик,27,6 месяцев,30000
Analyst,27,5 месяцев,65000
Стажер-аналитик,26,,20000
Аналитик,28,2 года 4 месяца,50000
Аналитик,26,3 месяца,32000
Финансовый аналитик,28,1 год,50000
Экономист-аналитик,29,1 год 10 месяцев,80000
Бизнес-аналитик- актуарий- финансовый аналитик- финансист- консалтинг,27,1 год 1 месяц,50000
Инвестиционный аналитик/консультант,24,6 месяцев,30000
Бизнес-аналитик,28,1 год 2 месяца,60000
Аналитик- таргетолог,25,1 год 6 месяцев,40000
Бизнес-аналитик,27,1 год 6 месяцев,70000
Бизнес-аналитик,26,,40000
Аналитик,27,4 месяца,80000
Аналитик-стажер,26,,30000
Экономист- Экономист-аналитик- помощник экономиста,29,1 год 4 месяца,40000
Аналитик,26,2 года 5 месяцев,70000
Финансовый аналитик- Менеджер продуктов,29,1 год 3 месяца,80000
Стажер-аналитик,27,3 месяца,40000
Финансовый аналитик,26,9 месяцев,55000
Системный аналитик,25,9 месяцев,40000
Data Scientist / Data Analyst,26,1 год 10 месяцев,150000
Аналитик,25,6 месяцев,45000
Инвестиционный аналитик,24,2 месяца,45000
Младший системный аналитик,22,1 год 1 месяц,50000
Маркетолог-аналитик,22,,50000
junior Data Analyst,24,1 год,50000
Бизнес-аналитик,22,,30000
Экономист-аналитик- менеджер- стажер,26,6 месяцев,60000
Аналитик,24,,40000
Химик-аналитик,27,,70000
Аналитик,24,11 месяцев,50000
Бизнес-аналитик,24,4 месяца,70000
Системный аналитик,22,5 месяцев,60000
Data-аналитик,24,,45000
Системный аналитик,26,9 месяцев,87000
Marketing specialist/analyst,22,6 месяцев,60000
Аналитик,26,4 месяца,60000
